Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2018,Guinea,GIN,Israel,ISR,G,FA,P,0,0,5,0,5
2018,"Cote d'Ivoire",CIV,Israel,ISR,G,FA,P,0,0,11,0,11
2018,India,IND,Israel,ISR,G,FA,P,0,0,93,44,137
2018,Kazakhstan,KAZ,Israel,ISR,G,FA,P,0,0,5,18,23
2018,Kenya,KEN,Israel,ISR,G,FA,P,0,0,5,0,5
2018,Kyrgyzstan,KGZ,Israel,ISR,G,FA,P,0,0,0,10,10
2018,"Sri Lanka",LKA,Israel,ISR,G,FA,P,0,0,69,33,102
2018,"Rep. of Moldova",MDA,Israel,ISR,G,FA,P,0,0,68,143,211
2018,Mongolia,MNG,Israel,ISR,G,FA,P,0,0,50,41,91
2018,Myanmar,MMR,Israel,ISR,G,FA,P,0,0,16,0,16
2018,Nepal,NPL,Israel,ISR,G,FA,P,0,0,5,0,5
2018,Nigeria,NGA,Israel,ISR,G,FA,P,0,0,54,31,85
2018,Philippines,PHL,Israel,ISR,G,FA,P,0,0,5,5,10
2018,Portugal,PRT,Israel,ISR,G,FA,P,0,0,5,0,5
2018,Romania,ROU,Israel,ISR,G,FA,P,0,0,0,13,13
2018,"South Africa",ZAF,Israel,ISR,G,FA,P,0,0,10,17,27
2018,"Russian Federation",RUS,Israel,ISR,G,FA,P,0,0,209,397,606
2018,"Sierra Leone",SLE,Israel,ISR,G,FA,P,0,0,13,0,13
2018,Sudan,SDN,Israel,ISR,G,FA,P,0,485,10,77,572
2018,"South Sudan",SSD,Israel,ISR,G,FA,P,0,0,0,5,5
2018,Thailand,THA,Israel,ISR,G,FA,P,0,0,5,0,5
2018,Türkiye,TUR,Israel,ISR,G,FA,P,0,0,10,19,29
2018,Uganda,UGA,Israel,ISR,G,FA,P,0,0,0,5,5
2018,Ukraine,UKR,Israel,ISR,G,FA,P,0,0,2575,2840,5415
2018,"United States of America",USA,Israel,ISR,G,FA,P,0,0,5,0,5
2018,Uzbekistan,UZB,Israel,ISR,G,FA,P,0,0,16,15,31
2018,"Unknown ",,Israel,ISR,G,FA,P,0,0,14,0,14
2018,Afghanistan,AFG,"Rep. of Korea",KOR,G,FA,P,0,0,5,0,5
2018,Algeria,DZA,"Rep. of Korea",KOR,G,FA,P,0,0,19,14,33
2018,Angola,AGO,"Rep. of Korea",KOR,G,FA,P,0,0,10,0,10
2018,Egypt,EGY,"Rep. of Korea",KOR,G,FA,P,5,0,311,74,390
2018,Burundi,BDI,"Rep. of Korea",KOR,G,FA,P,14,5,0,0,19
2018,Bangladesh,BGD,"Rep. of Korea",KOR,G,FA,P,5,5,106,60,176
2018,"Burkina Faso",BFA,"Rep. of Korea",KOR,G,FA,P,0,0,11,0,11
2018,Cambodia,KHM,"Rep. of Korea",KOR,G,FA,P,0,0,0,10,10
2018,China,CHN,"Rep. of Korea",KOR,G,FA,P,0,5,339,354,698
2018,Cameroon,CMR,"Rep. of Korea",KOR,G,FA,P,0,0,65,17,82
2018,"Dem. Rep. of the Congo",COD,"Rep. of Korea",KOR,G,FA,P,12,0,0,0,12
2018,Eritrea,ERI,"Rep. of Korea",KOR,G,FA,P,5,0,0,0,5
2018,Ethiopia,ETH,"Rep. of Korea",KOR,G,FA,P,13,5,71,5,94
2018,Gabon,GAB,"Rep. of Korea",KOR,G,FA,P,0,0,5,0,5
2018,Gambia,GMB,"Rep. of Korea",KOR,G,FA,P,0,0,16,5,21
2018,Ghana,GHA,"Rep. of Korea",KOR,G,FA,P,0,0,34,20,54
2018,Guinea,GIN,"Rep. of Korea",KOR,G,FA,P,0,0,25,0,25
2018,"Cote d'Ivoire",CIV,"Rep. of Korea",KOR,G,FA,P,0,5,16,5,26
2018,India,IND,"Rep. of Korea",KOR,G,FA,P,0,0,85,98,183
2018,Indonesia,IDN,"Rep. of Korea",KOR,G,FA,P,0,0,0,5,5
2018,"Iran (Islamic Rep. of)",IRN,"Rep. of Korea",KOR,G,FA,P,5,0,10,10,25
2018,Iraq,IRQ,"Rep. of Korea",KOR,G,FA,P,0,0,16,5,21
2018,Jordan,JOR,"Rep. of Korea",KOR,G,FA,P,5,0,11,0,16
2018,Kazakhstan,KAZ,"Rep. of Korea",KOR,G,FA,P,0,0,380,326,706
2018,Kenya,KEN,"Rep. of Korea",KOR,G,FA,P,0,0,21,5,26
2018,Kyrgyzstan,KGZ,"Rep. of Korea",KOR,G,FA,P,0,0,33,11,44
2018,Liberia,LBR,"Rep. of Korea",KOR,G,FA,P,0,0,83,15,98
2018,Libya,LBY,"Rep. of Korea",KOR,G,FA,P,0,0,5,0,5
2018,"Sri Lanka",LKA,"Rep. of Korea",KOR,G,FA,P,0,0,43,35,78
2018,Mali,MLI,"Rep. of Korea",KOR,G,FA,P,0,0,17,5,22
2018,Malaysia,MYS,"Rep. of Korea",KOR,G,FA,P,0,0,54,181,235
2018,Mongolia,MNG,"Rep. of Korea",KOR,G,FA,P,0,0,60,26,86
2018,Morocco,MAR,"Rep. of Korea",KOR,G,FA,P,0,0,61,26,87
2018,Myanmar,MMR,"Rep. of Korea",KOR,G,FA,P,12,0,0,0,12
2018,Nepal,NPL,"Rep. of Korea",KOR,G,FA,P,0,0,27,57,84
2018,Nigeria,NGA,"Rep. of Korea",KOR,G,FA,P,0,0,163,21,184
2018,Pakistan,PAK,"Rep. of Korea",KOR,G,FA,P,13,5,334,66,418
2018,Philippines,PHL,"Rep. of Korea",KOR,G,FA,P,0,0,72,98,170
2018,"South Africa",ZAF,"Rep. of Korea",KOR,G,FA,P,0,0,49,20,69
2018,"Russian Federation",RUS,"Rep. of Korea",KOR,G,FA,P,0,0,325,199,524
2018,Senegal,SEN,"Rep. of Korea",KOR,G,FA,P,0,0,96,5,101
2018,"Viet Nam",VNM,"Rep. of Korea",KOR,G,FA,P,0,0,17,13,30
2018,Sudan,SDN,"Rep. of Korea",KOR,G,FA,P,5,0,24,0,29
2018,Eswatini,SWZ,"Rep. of Korea",KOR,G,FA,P,0,0,0,5,5
2018,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,G,FA,P,0,53,10,10,73
2018,"United Rep. of Tanzania",TZA,"Rep. of Korea",KOR,G,FA,P,0,0,5,5,10
2018,Thailand,THA,"Rep. of Korea",KOR,G,FA,P,5,0,63,99,167
2018,Tajikistan,TJK,"Rep. of Korea",KOR,G,FA,P,0,0,5,5,10
2018,Togo,TGO,"Rep. of Korea",KOR,G,FA,P,0,0,5,0,5
2018,Tunisia,TUN,"Rep. of Korea",KOR,G,FA,P,0,0,12,5,17
2018,Türkiye,TUR,"Rep. of Korea",KOR,G,FA,P,0,0,17,10,27
2018,Uganda,UGA,"Rep. of Korea",KOR,G,FA,P,5,0,42,14,61
2018,Ukraine,UKR,"Rep. of Korea",KOR,G,FA,P,0,0,5,14,19
2018,Uzbekistan,UZB,"Rep. of Korea",KOR,G,FA,P,0,0,14,22,36
2018,Yemen,YEM,"Rep. of Korea",KOR,G,FA,P,10,425,22,38,495
2018,Zimbabwe,ZWE,"Rep. of Korea",KOR,G,FA,P,0,0,5,0,5
2018,Afghanistan,AFG,"North Macedonia",MKD,G,FA,P,0,0,5,42,47
2018,Algeria,DZA,"North Macedonia",MKD,G,FA,P,0,0,0,5,5
2018,Bangladesh,BGD,"North Macedonia",MKD,G,FA,P,0,0,0,12,12
2018,Congo,COG,"North Macedonia",MKD,G,FA,P,0,5,0,0,5
2018,India,IND,"North Macedonia",MKD,G,FA,P,0,0,0,5,5
2018,"Iran (Islamic Rep. of)",IRN,"North Macedonia",MKD,G,FA,P,0,0,0,18,18
2018,Iraq,IRQ,"North Macedonia",MKD,G,FA,P,0,0,0,73,73
2018,Libya,LBY,"North Macedonia",MKD,G,FA,P,0,0,0,5,5
2018,"Sri Lanka",LKA,"North Macedonia",MKD,G,FA,P,0,0,0,5,5
2018,Morocco,MAR,"North Macedonia",MKD,G,FA,P,0,0,0,5,5
2018,Pakistan,PAK,"North Macedonia",MKD,G,FA,P,0,0,5,83,88
2018,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,G,FA,P,0,0,0,14,14
2018,Türkiye,TUR,"North Macedonia",MKD,G,FA,P,0,0,0,21,21
2018,Afghanistan,AFG,Montenegro,MNE,G,FA,P,0,0,0,47,47
2018,Algeria,DZA,Montenegro,MNE,G,FA,P,0,0,0,366,366
2018,Egypt,EGY,Montenegro,MNE,G,FA,P,0,0,0,10,10
2018,Bangladesh,BGD,Montenegro,MNE,G,FA,P,0,0,0,5,5
2018,Cuba,CUB,Montenegro,MNE,G,FA,P,0,0,0,12,12
2018,Eritrea,ERI,Montenegro,MNE,G,FA,P,0,0,0,5,5
2018,Palestinian,PSE,Montenegro,MNE,G,FA,P,0,0,0,151,151
2018,Ghana,GHA,Montenegro,MNE,G,FA,P,0,5,0,0,5
2018,India,IND,Montenegro,MNE,G,FA,P,0,0,0,5,5
2018,"Iran (Islamic Rep. of)",IRN,Montenegro,MNE,G,FA,P,5,0,0,51,56
2018,Iraq,IRQ,Montenegro,MNE,G,FA,P,0,0,0,239,239
2018,Libya,LBY,Montenegro,MNE,G,FA,P,0,0,0,107,107
2018,Morocco,MAR,Montenegro,MNE,G,FA,P,0,0,0,180,180
2018,Nepal,NPL,Montenegro,MNE,G,FA,P,0,0,0,17,17
2018,Pakistan,PAK,Montenegro,MNE,G,FA,P,0,0,0,645,645
2018,"Russian Federation",RUS,Montenegro,MNE,G,FA,P,0,0,5,5,10
2018,Sweden,SWE,Montenegro,MNE,G,FA,P,0,0,5,0,5
2018,"Syrian Arab Rep.",SYR,Montenegro,MNE,G,FA,P,0,0,0,1199,1199
2018,Tunisia,TUN,Montenegro,MNE,G,FA,P,0,0,0,17,17
2018,Yemen,YEM,Montenegro,MNE,G,FA,P,0,0,0,32,32
2018,Burundi,BDI,Philippines,PHL,G,FA,P,5,0,0,0,5
2018,Cambodia,KHM,Philippines,PHL,G,FA,P,5,0,0,5,10
2018,"Central African Rep.",CAF,Philippines,PHL,G,FA,P,0,0,5,0,5
2018,Cameroon,CMR,Philippines,PHL,G,FA,P,12,0,0,5,17
2018,Eritrea,ERI,Philippines,PHL,G,FA,P,5,0,0,0,5
2018,Palestinian,PSE,Philippines,PHL,G,FA,P,10,0,0,0,10
2018,"Cote d'Ivoire",CIV,Philippines,PHL,G,FA,P,5,0,12,0,17
2018,"Iran (Islamic Rep. of)",IRN,Philippines,PHL,G,FA,P,5,0,0,0,5
2018,Iraq,IRQ,Philippines,PHL,G,FA,P,5,0,0,0,5
2018,Lebanon,LBN,Philippines,PHL,G,FA,P,5,0,0,0,5
2018,Nigeria,NGA,Philippines,PHL,G,FA,P,0,0,0,5,5
2018,Pakistan,PAK,Philippines,PHL,G,FA,P,16,0,0,5,21
2018,Rwanda,RWA,Philippines,PHL,G,FA,P,0,0,5,0,5
2018,"Saudi Arabia",SAU,Philippines,PHL,G,FA,P,5,0,0,0,5
2018,Somalia,SOM,Philippines,PHL,G,FA,P,5,0,0,0,5
2018,"Syrian Arab Rep.",SYR,Philippines,PHL,G,FA,P,39,0,0,0,39
2018,Türkiye,TUR,Philippines,PHL,G,FA,P,19,0,0,0,19
2018,Yemen,YEM,Philippines,PHL,G,FA,P,10,0,0,0,10
2018,Algeria,DZA,Senegal,SEN,G,FA,P,0,0,0,10,10
2018,Angola,AGO,Senegal,SEN,G,FA,P,0,0,0,12,12
2018,Burundi,BDI,Senegal,SEN,G,FA,P,5,0,0,14,19
2018,Benin,BEN,Senegal,SEN,G,FA,P,0,0,0,5,5
2018,"Central African Rep.",CAF,Senegal,SEN,G,FA,P,56,0,0,58,114
2018,Chad,TCD,Senegal,SEN,G,FA,P,0,0,0,30,30
2018,Cameroon,CMR,Senegal,SEN,G,FA,P,0,0,0,28,28
2018,Congo,COG,Senegal,SEN,G,FA,P,0,0,0,223,223
2018,"Dem. Rep. of the Congo",COD,Senegal,SEN,G,FA,P,0,0,0,190,190
2018,Gambia,GMB,Senegal,SEN,G,FA,P,10,0,0,49,59
2018,Ghana,GHA,Senegal,SEN,G,FA,P,0,0,0,31,31
2018,Guinea-Bissau,GNB,Senegal,SEN,G,FA,P,0,0,0,90,90
2018,Guinea,GIN,Senegal,SEN,G,FA,P,0,0,0,16,16
2018,"Cote d'Ivoire",CIV,Senegal,SEN,G,FA,P,0,0,0,147,147
2018,India,IND,Senegal,SEN,G,FA,P,0,0,0,5,5
2018,Liberia,LBR,Senegal,SEN,G,FA,P,0,0,0,341,341
2018,"Sri Lanka",LKA,Senegal,SEN,G,FA,P,0,0,0,81,81
2018,Mauritania,MRT,Senegal,SEN,G,FA,P,5,0,0,42,47
2018,Niger,NER,Senegal,SEN,G,FA,P,0,0,0,5,5
2018,Nigeria,NGA,Senegal,SEN,G,FA,P,0,0,0,323,323
2018,Rwanda,RWA,Senegal,SEN,G,FA,P,0,0,0,5,5
2018,Somalia,SOM,Senegal,SEN,G,FA,P,0,0,0,5,5
2018,"Syrian Arab Rep.",SYR,Senegal,SEN,G,FA,P,0,0,0,5,5
2018,"United Rep. of Tanzania",TZA,Senegal,SEN,G,FA,P,0,0,0,5,5
2018,Togo,TGO,Senegal,SEN,G,FA,P,0,0,0,63,63
2018,Türkiye,TUR,Senegal,SEN,G,FA,P,0,0,0,24,24
2018,Afghanistan,AFG,Slovakia,SVK,G,FA,P,0,12,10,10,32
2018,Algeria,DZA,Slovakia,SVK,G,FA,P,0,0,5,0,5
2018,Azerbaijan,AZE,Slovakia,SVK,G,FA,P,0,0,0,12,12
2018,China,CHN,Slovakia,SVK,G,FA,P,0,0,0,5,5
2018,Georgia,GEO,Slovakia,SVK,G,FA,P,0,0,0,5,5
2018,India,IND,Slovakia,SVK,G,FA,P,0,0,5,0,5
2018,"Iran (Islamic Rep. of)",IRN,Slovakia,SVK,G,FA,P,0,0,13,0,13
2018,Iraq,IRQ,Slovakia,SVK,G,FA,P,5,0,5,15,25
2018,Pakistan,PAK,Slovakia,SVK,G,FA,P,0,0,0,12,12
2018,"Russian Federation",RUS,Slovakia,SVK,G,FA,P,0,0,5,5,10
2018,"Viet Nam",VNM,Slovakia,SVK,G,FA,P,0,0,11,0,11
2018,"Syrian Arab Rep.",SYR,Slovakia,SVK,G,FA,P,0,5,0,0,5
2018,Türkiye,TUR,Slovakia,SVK,G,FA,P,0,0,5,0,5
2018,Ukraine,UKR,Slovakia,SVK,G,FA,P,0,0,5,0,5
2018,Yemen,YEM,Slovakia,SVK,G,FA,P,0,19,0,0,19
2018,Afghanistan,AFG,Tajikistan,TJK,G,FA,P,580,0,66,0,646
2019,Afghanistan,AFG,Austria,AUT,G,FA,P,4070,1225,1849,1167,8311
2019,Albania,ALB,Austria,AUT,G,FA,P,0,0,45,12,57
2019,Algeria,DZA,Austria,AUT,G,FA,P,0,0,94,31,125
2019,Angola,AGO,Austria,AUT,G,FA,P,0,5,0,0,5
2019,Egypt,EGY,Austria,AUT,G,FA,P,19,0,59,33,111
2019,Armenia,ARM,Austria,AUT,G,FA,P,10,5,120,11,146
2019,Azerbaijan,AZE,Austria,AUT,G,FA,P,5,0,15,5,25
2019,Burundi,BDI,Austria,AUT,G,FA,P,0,5,0,0,5
2019,Benin,BEN,Austria,AUT,G,FA,P,0,0,5,0,5
2019,Bangladesh,BGD,Austria,AUT,G,FA,P,25,10,147,94,276
2019,Belarus,BLR,Austria,AUT,G,FA,P,0,0,5,12,17
2019,Brazil,BRA,Austria,AUT,G,FA,P,0,0,0,5,5
2019,"Bosnia and Herzegovina",BIH,Austria,AUT,G,FA,P,5,0,26,156,187
2019,Bulgaria,BGR,Austria,AUT,G,FA,P,0,0,0,26,26
2019,China,CHN,Austria,AUT,G,FA,P,90,5,90,55,240
2019,Cameroon,CMR,Austria,AUT,G,FA,P,10,5,16,5,36
2019,Congo,COG,Austria,AUT,G,FA,P,5,0,0,0,5
2019,"Dem. Rep. of the Congo",COD,Austria,AUT,G,FA,P,5,5,13,0,23
2019,Colombia,COL,Austria,AUT,G,FA,P,0,0,0,5,5
2019,Cuba,CUB,Austria,AUT,G,FA,P,5,0,12,0,17
2019,Czechia,CZE,Austria,AUT,G,FA,P,0,0,0,30,30
2019,"Dominican Rep.",DOM,Austria,AUT,G,FA,P,0,0,0,10,10
2019,Ecuador,ECU,Austria,AUT,G,FA,P,0,0,0,5,5
2019,Eritrea,ERI,Austria,AUT,G,FA,P,45,16,0,0,61
2019,Ethiopia,ETH,Austria,AUT,G,FA,P,23,5,19,5,52
2019,France,FRA,Austria,AUT,G,FA,P,0,0,0,5,5
2019,Gambia,GMB,Austria,AUT,G,FA,P,10,0,36,11,57
2019,"United Kingdom of Great Britain and Northern Ireland",GBR,Austria,AUT,G,FA,P,0,0,0,5,5
2019,Georgia,GEO,Austria,AUT,G,FA,P,5,32,363,64,464
2019,Germany,DEU,Austria,AUT,G,FA,P,0,0,0,107,107
2019,Ghana,GHA,Austria,AUT,G,FA,P,0,0,13,5,18
2019,Guinea-Bissau,GNB,Austria,AUT,G,FA,P,0,0,5,0,5
2019,Greece,GRC,Austria,AUT,G,FA,P,0,0,0,5,5
2019,Guinea,GIN,Austria,AUT,G,FA,P,13,0,12,0,25
2019,Croatia,HRV,Austria,AUT,G,FA,P,0,0,0,58,58
2019,Hungary,HUN,Austria,AUT,G,FA,P,0,0,0,61,61
2019,"Cote d'Ivoire",CIV,Austria,AUT,G,FA,P,0,0,13,0,13
2019,India,IND,Austria,AUT,G,FA,P,0,0,287,52,339
2019,Ireland,IRL,Austria,AUT,G,FA,P,0,0,0,5,5
2019,"Iran (Islamic Rep. of)",IRN,Austria,AUT,G,FA,P,786,5,242,77,1110
2019,Iraq,IRQ,Austria,AUT,G,FA,P,300,264,611,332,1507
2019,Israel,ISR,Austria,AUT,G,FA,P,0,0,5,0,5
2019,Italy,ITA,Austria,AUT,G,FA,P,0,0,0,21,21
2019,Jordan,JOR,Austria,AUT,G,FA,P,5,0,20,0,25
2019,Kazakhstan,KAZ,Austria,AUT,G,FA,P,10,0,26,5,41
2019,Kenya,KEN,Austria,AUT,G,FA,P,5,0,5,0,10
2019,Kyrgyzstan,KGZ,Austria,AUT,G,FA,P,0,0,16,0,16
2019,Kuwait,KWT,Austria,AUT,G,FA,P,0,0,0,14,14
2019,Liberia,LBR,Austria,AUT,G,FA,P,0,0,5,0,5
2019,Libya,LBY,Austria,AUT,G,FA,P,12,20,10,12,54
2019,Lebanon,LBN,Austria,AUT,G,FA,P,5,0,25,18,48
2019,"Sri Lanka",LKA,Austria,AUT,G,FA,P,12,0,5,0,17
2019,Lithuania,LTU,Austria,AUT,G,FA,P,0,0,0,5,5
2019,"North Macedonia",MKD,Austria,AUT,G,FA,P,0,0,48,56,104
2019,"Rep. of Moldova",MDA,Austria,AUT,G,FA,P,0,0,16,12,28
2019,Mali,MLI,Austria,AUT,G,FA,P,5,0,0,0,5
2019,Mongolia,MNG,Austria,AUT,G,FA,P,0,0,72,10,82
2019,Morocco,MAR,Austria,AUT,G,FA,P,5,5,86,10,106
2019,Myanmar,MMR,Austria,AUT,G,FA,P,5,0,0,0,5
2019,Nepal,NPL,Austria,AUT,G,FA,P,0,0,14,5,19
2019,Netherlands,NLD,Austria,AUT,G,FA,P,0,0,0,5,5
2019,Nicaragua,NIC,Austria,AUT,G,FA,P,0,0,5,0,5
2019,Nigeria,NGA,Austria,AUT,G,FA,P,23,28,376,74,501
2019,Pakistan,PAK,Austria,AUT,G,FA,P,21,0,243,82,346
2019,Philippines,PHL,Austria,AUT,G,FA,P,0,0,13,0,13
2019,Poland,POL,Austria,AUT,G,FA,P,0,0,0,41,41
2019,Portugal,PRT,Austria,AUT,G,FA,P,0,0,0,5,5
2019,Romania,ROU,Austria,AUT,G,FA,P,0,0,5,265,270
2019,"Russian Federation",RUS,Austria,AUT,G,FA,P,378,50,1032,178,1638
2019,Rwanda,RWA,Austria,AUT,G,FA,P,5,0,0,0,5
2019,"Saudi Arabia",SAU,Austria,AUT,G,FA,P,5,0,0,0,5
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Austria,AUT,G,FA,P,15,5,193,349,562
2019,Senegal,SEN,Austria,AUT,G,FA,P,0,0,5,0,5
2019,"Sierra Leone",SLE,Austria,AUT,G,FA,P,0,0,13,0,13
2019,Somalia,SOM,Austria,AUT,G,FA,P,751,139,91,55,1036
2019,Spain,ESP,Austria,AUT,G,FA,P,0,0,0,5,5
2019,"Viet Nam",VNM,Austria,AUT,G,FA,P,0,0,12,5,17
2019,Sudan,SDN,Austria,AUT,G,FA,P,16,18,10,5,49
2019,Slovakia,SVK,Austria,AUT,G,FA,P,0,0,0,47,47
2019,Slovenia,SVN,Austria,AUT,G,FA,P,0,0,0,13,13
2019,"Syrian Arab Rep.",SYR,Austria,AUT,G,FA,P,2534,295,169,87,3085
2019,Tajikistan,TJK,Austria,AUT,G,FA,P,31,0,19,0,50
2019,Togo,TGO,Austria,AUT,G,FA,P,0,0,5,0,5
2019,Tunisia,TUN,Austria,AUT,G,FA,P,0,0,44,16,60
2019,Türkiye,TUR,Austria,AUT,G,FA,P,86,5,180,280,551
2019,Uganda,UGA,Austria,AUT,G,FA,P,0,0,0,5,5
2019,Ukraine,UKR,Austria,AUT,G,FA,P,12,10,363,47,432
2019,"United States of America",USA,Austria,AUT,G,FA,P,0,0,5,0,5
2019,Uzbekistan,UZB,Austria,AUT,G,FA,P,0,0,84,5,89
2019,"Venezuela (Bolivarian Republic of)",VEN,Austria,AUT,G,FA,P,5,23,5,0,33
2019,Yemen,YEM,Austria,AUT,G,FA,P,42,14,0,0,56
2019,"Unknown ",,Austria,AUT,G,FA,P,311,32,60,40,443
2019,Afghanistan,AFG,Bulgaria,BGR,G,FA,P,38,0,631,612,1281
2019,Algeria,DZA,Bulgaria,BGR,G,FA,P,0,0,16,5,21
2019,Egypt,EGY,Bulgaria,BGR,G,FA,P,0,0,5,0,5
2019,Bangladesh,BGD,Bulgaria,BGR,G,FA,P,0,0,12,0,12
2019,India,IND,Bulgaria,BGR,G,FA,P,0,0,5,0,5
2019,"Iran (Islamic Rep. of)",IRN,Bulgaria,BGR,G,FA,P,21,0,63,13,97
2019,Iraq,IRQ,Bulgaria,BGR,G,FA,P,50,0,233,300,583
2019,Libya,LBY,Bulgaria,BGR,G,FA,P,0,0,5,0,5
2019,Lebanon,LBN,Bulgaria,BGR,G,FA,P,5,0,0,5,10
2019,Mali,MLI,Bulgaria,BGR,G,FA,P,0,0,5,0,5
2019,Morocco,MAR,Bulgaria,BGR,G,FA,P,0,0,15,5,20
2019,Myanmar,MMR,Bulgaria,BGR,G,FA,P,0,0,5,0,5
2019,Nigeria,NGA,Bulgaria,BGR,G,FA,P,0,0,10,0,10
2019,Pakistan,PAK,Bulgaria,BGR,G,FA,P,5,0,79,31,115
2019,"Russian Federation",RUS,Bulgaria,BGR,G,FA,P,0,0,12,0,12
2019,Sudan,SDN,Bulgaria,BGR,G,FA,P,0,0,0,5,5
2019,"Syrian Arab Rep.",SYR,Bulgaria,BGR,G,FA,P,335,0,10,60,405
2019,Türkiye,TUR,Bulgaria,BGR,G,FA,P,0,0,5,5,10
2019,Ukraine,UKR,Bulgaria,BGR,G,FA,P,0,0,5,0,5
2019,Stateless,XXA,Bulgaria,BGR,G,FA,P,22,0,5,5,32
2019,Chad,TCD,"Central African Rep.",CAF,G,FA,P,10,0,51,10,71
2019,Cameroon,CMR,"Central African Rep.",CAF,G,FA,P,19,0,5,0,24
2019,Congo,COG,"Central African Rep.",CAF,G,FA,P,0,0,0,5,5
2019,"Dem. Rep. of the Congo",COD,"Central African Rep.",CAF,G,FA,P,13,0,116,51,180
2019,Liberia,LBR,"Central African Rep.",CAF,G,FA,P,0,0,0,5,5
2019,Sudan,SDN,"Central African Rep.",CAF,G,FA,P,0,0,0,5,5
2019,"South Sudan",SSD,"Central African Rep.",CAF,G,FA,P,0,0,0,5,5
2019,Togo,TGO,"Central African Rep.",CAF,G,FA,P,0,0,0,10,10
2019,Türkiye,TUR,"Central African Rep.",CAF,G,FA,P,5,0,0,0,5
2019,"Central African Rep.",CAF,Chad,TCD,G,FA,P,57,0,0,567,624
2019,Cameroon,CMR,Chad,TCD,G,FA,P,0,0,0,5,5
2019,"Dem. Rep. of the Congo",COD,Chad,TCD,G,FA,P,0,0,0,16,16
2019,Eritrea,ERI,Chad,TCD,G,FA,P,0,0,0,10,10
2019,Ethiopia,ETH,Chad,TCD,G,FA,P,5,0,0,5,10
2019,Libya,LBY,Chad,TCD,G,FA,P,0,0,0,5,5
2019,Nigeria,NGA,Chad,TCD,G,FA,P,0,0,0,12,12
2019,Sudan,SDN,Chad,TCD,G,FA,P,5,0,0,157,162
2019,"South Sudan",SSD,Chad,TCD,G,FA,P,0,0,0,5,5
2019,"Syrian Arab Rep.",SYR,Chad,TCD,G,FA,P,0,0,0,14,14
2019,Yemen,YEM,Chad,TCD,G,FA,P,0,0,0,5,5
2019,Afghanistan,AFG,Ecuador,ECU,G,FA,P,10,0,0,0,10
2019,Angola,AGO,Ecuador,ECU,G,FA,P,0,0,5,12,17
2019,Egypt,EGY,Ecuador,ECU,G,FA,P,0,0,0,5,5
2019,Bangladesh,BGD,Ecuador,ECU,G,FA,P,0,0,0,5,5
2019,Chile,CHL,Ecuador,ECU,G,FA,P,5,0,0,0,5
2019,Cameroon,CMR,Ecuador,ECU,G,FA,P,14,0,0,0,14
2019,"Dem. Rep. of the Congo",COD,Ecuador,ECU,G,FA,P,5,0,5,23,33
2019,Colombia,COL,Ecuador,ECU,G,FA,P,2671,0,694,1753,5118
2019,Cuba,CUB,Ecuador,ECU,G,FA,P,0,0,32,20,52
2019,"Dominican Rep.",DOM,Ecuador,ECU,G,FA,P,0,0,0,5,5
2019,Ghana,GHA,Ecuador,ECU,G,FA,P,0,0,0,5,5
2019,Haiti,HTI,Ecuador,ECU,G,FA,P,0,0,5,0,5
2019,"Cote d'Ivoire",CIV,Ecuador,ECU,G,FA,P,0,0,5,0,5
2019,India,IND,Ecuador,ECU,G,FA,P,0,0,0,5,5
2019,"Iran (Islamic Rep. of)",IRN,Ecuador,ECU,G,FA,P,23,0,0,5,28
2019,Iraq,IRQ,Ecuador,ECU,G,FA,P,0,0,0,5,5
2019,Lebanon,LBN,Ecuador,ECU,G,FA,P,14,0,0,0,14
2019,"Sri Lanka",LKA,Ecuador,ECU,G,FA,P,0,0,0,5,5
2019,Nicaragua,NIC,Ecuador,ECU,G,FA,P,0,0,0,5,5
2019,Nigeria,NGA,Ecuador,ECU,G,FA,P,12,0,0,0,12
2019,Peru,PER,Ecuador,ECU,G,FA,P,0,0,14,5,19
2019,"Russian Federation",RUS,Ecuador,ECU,G,FA,P,5,0,0,0,5
2019,"El Salvador",SLV,Ecuador,ECU,G,FA,P,18,0,0,0,18
2019,"Saudi Arabia",SAU,Ecuador,ECU,G,FA,P,5,0,0,5,10
2019,Sudan,SDN,Ecuador,ECU,G,FA,P,5,0,0,0,5
2019,"Syrian Arab Rep.",SYR,Ecuador,ECU,G,FA,P,46,0,0,17,63
2019,Turkmenistan,TKM,Ecuador,ECU,G,FA,P,0,0,10,0,10
2019,Türkiye,TUR,Ecuador,ECU,G,FA,P,0,0,0,5,5
2019,Vanuatu,VUT,Ecuador,ECU,G,FA,P,0,0,5,0,5
2019,"Venezuela (Bolivarian Republic of)",VEN,Ecuador,ECU,G,FA,P,369,0,5203,1721,7293
2019,Yemen,YEM,Ecuador,ECU,G,FA,P,46,0,0,48,94
2019,"Dem. Rep. of the Congo",COD,Gabon,GAB,G,FA,P,0,0,0,25,25
